Id,SalePrice
1461,119557.55863177082
1462,153858.68899476438
1463,186569.01092182627
1464,201800.89633531094
1465,193691.57736323267
1466,172244.6726171711
1467,180047.60241264646
1468,164008.30137652945
1469,192058.47713417537
1470,120828.10161301374
1471,177427.2868752549
1472,101073.44265512381
1473,98719.68760326806
1474,142512.92654171778
1475,116726.05540597554
1476,368261.0749458954
1477,244807.53412677822
1478,286076.09040124505
1479,276007.033974065
1480,538329.3437378524
1481,329900.1995925846
1482,208490.30410031186
1483,173411.5250808532
1484,163890.97692732688
1485,181481.01816591725
1486,191047.79521268277
1487,334014.1366803214
1488,232271.23345295226
1489,194481.7275880434
1490,240669.99494483537
1491,190176.55715151082
1492,87729.16705409836
1493,178290.54666196572
1494,286002.2702285915
1495,285009.321143286
1496,234056.91108580914
1497,180505.32139228663
1498,181750.05284103614
1499,162743.96003374684
1500,158865.31945111442
1501,175346.20592103433
1502,150055.240675057
1503,273085.6017602328
1504,247454.03975909337
1505,230713.9500778816
1506,188897.66779047166
1507,263087.7043876484
1508,198464.9572639732
1509,155418.09865474844
1510,148858.10172610142
1511,165674.30613837767
1512,175512.20101483638
1513,143520.72963284093
1514,155125.58242525804
1515,197242.63660753975
1516,151929.93912134966
1517,169052.12616158446
1518,131001.45936818417
1519,210948.12233845037
1520,127486.13623875391
1521,132514.57907477047
1522,172710.4655696771
1523,117801.38950779142
1524,122664.76402226958
1525,120845.82180838466
1526,110693.38790491263
1527,108449.37680291932
1528,131952.5531919206
1529,158373.63717165746
1530,201056.41365058513
1531,109107.35312918902
1532,92414.91453129736
1533,149684.8559037747
1534,121729.03100487751
1535,149744.1146980361
1536,110168.55082852501
1537,68830.51345092684
1538,146540.78995198244
1539,190351.4196826059
1540,78963.63897591988
1541,139702.8359030977
1542,143975.9035293792
1543,191373.3650595309
1544,85639.81420611426
1545,114775.4588239161
1546,131914.53961571603
1547,131921.95763060695
1548,136568.54750458297
1549,122535.05283347105
1550,135009.80313064606
1551,102414.93562818441
1552,136389.72899951978
1553,134945.52517618574
1554,121282.22225983725
1555,166589.6795485914
1556,84276.77510124406
1557,106927.20523549982
1558,101709.71337832922
1559,75513.85105445671
1560,130348.47621322064
1561,111555.48346769782
1562,134344.359951071
1563,123989.3154118334
1564,162589.262936242
1565,147368.34737564155
1566,237304.13353641878
1567,79083.52262521654
1568,241648.41878567776
1569,136512.0963504322
1570,131460.31989232296
1571,117653.76116873609
1572,146476.38448165185
1573,220573.97653540294
1574,114529.01103722393
1575,235549.6889594699
1576,251444.02389545806
1577,179331.73244526493
1578,136477.49917366848
1579,147193.4052509396
1580,192379.20205777622
1581,152169.61041776458
1582,126356.49899991977
1583,306376.1194982525
1584,218872.62543186985
1585,138829.09464720948
1586,76923.81366062509
1587,106436.54898526557
1588,157114.50698750568
1589,99138.87317298594
1590,134441.05914095076
1591,95791.95525079982
1592,115332.34851443302
1593,118524.68495688663
1594,134529.06924431855
1595,122801.50405835712
1596,220714.48844370357
1597,200553.17032380632
1598,221935.8507272511
1599,164170.45805154843
1600,153721.43601081942
1601,71710.15383941079
1602,115714.48145496307
1603,62115.84298791462
1604,271206.2595961758
1605,235975.52345173078
1606,164616.36371052204
1607,186149.86452975942
1608,208741.92059074977
1609,178882.8191023104
1610,154502.03062857312
1611,135935.50887453844
1612,171789.69546486987
1613,169658.8113146969
1614,119530.56300660649
1615,88701.84097242483
1616,75637.6580225407
1617,90667.17787618043
1618,139901.70008659054
1619,144087.1468421919
1620,193082.99656635142
1621,134145.7844152983
1622,141794.95166277926
1623,258067.86891768753
1624,210297.0694793622
1625,115197.09604788489
1626,167733.16866347048
1627,195770.3125134603
1628,282300.92980176484
1629,177041.2083263346
1630,379998.8294460491
1631,221871.06403440575
1632,242038.18941165664
1633,170992.42270406426
1634,187782.5357698306
1635,173100.47833993466
1636,153187.0013663128
1637,214859.3247675255
1638,172102.69078198908
1639,186096.35619500265
1640,252515.79755649765
1641,181277.34990555295
1642,240722.75283590675
1643,215734.16738842285
1644,239586.0820339119
1645,223235.86068838375
1646,154478.14361163354
1647,153797.01703791233
1648,132948.42488023933
1649,141812.61763292216
1650,117188.83053001061
1651,124251.81303739786
1652,99899.20754833365
1653,102658.57169773002
1654,141690.18433573205
1655,137514.67878587777
1656,137145.33924912073
1657,143141.90621709384
1658,141126.06415126246
1659,125083.3942008097
1660,158190.76755465314
1661,464497.34719110595
1662,425180.19304175256
1663,383952.71051896154
1664,540200.9839772667
1665,306813.9220108429
1666,330132.4219863915
1667,376387.71192876983
1668,341786.4399270003
1669,301517.05457132985
1670,338972.3134770268
1671,262838.0551651164
1672,454782.2996112947
1673,289906.78341449046
1674,240262.40024676372
1675,198621.8196280109
1676,197699.3418747608
1677,217941.17539919683
1678,480987.12811308424
1679,398742.384745676
1680,326395.7305953832
1681,242409.04796876005
1682,315365.1018485145
1683,191699.16662138622
1684,171069.75333787382
1685,170973.30019206816
1686,170599.09916341671
1687,169447.56878183412
1688,187199.53954160877
1689,188795.5983651052
1690,193162.67751381316
1691,182755.78903826853
1692,248796.90627132705
1693,160888.9476389275
1694,182272.6904152147
1695,168264.26831580888
1696,268806.25655212137
1697,172314.12080342663
1698,351833.83068156854
1699,320097.1317541693
1700,252760.0636145033
1701,264401.9503015739
1702,239097.304117952
1703,235960.46981128986
1704,282418.2300636502
1705,230100.32100877745
1706,476010.2165899324
1707,206875.51815572855
1708,199374.94951670902
1709,274976.21940552286
1710,226284.6712476008
1711,269212.6184838983
1712,261393.3860702901
1713,279114.29576458
1714,223566.08938735104
1715,205600.62255151302
1716,182458.23309449805
1717,172780.7701394438
1718,136782.075314252
1719,209967.0570643966
1720,238175.1383450539
1721,151581.77649428917
1722,120383.69396952882
1723,151081.99147797335
1724,202834.6600566457
1725,239053.0058668262
1726,185648.30289103056
1727,153416.70761416072
1728,165816.6997554555
1729,168008.8160138759
1730,152845.13534739777
1731,116204.29684561767
1732,132061.6624221832
1733,112813.02106114026
1734,119466.15499149337
1735,115772.26353716177
1736,108348.87104021027
1737,304131.57337131916
1738,236624.64686110476
1739,251151.00515896434
1740,238511.2584798726
1741,205648.33533673603
1742,169709.79956587104
1743,172373.01234740007
1744,334400.79102763825
1745,209315.29323768686
1746,191883.4431615162
1747,213801.00016962943
1748,232068.58191980133
1749,142749.38597211774
1750,122076.6977198414
1751,249510.5871714996
1752,118288.04280980057
1753,154716.9114675782
1754,199021.19502097927
1755,159311.75359339284
1756,131814.69619034158
1757,123121.64332679019
1758,145672.68385312575
1759,160920.52884996217
1760,163700.75950325478
1761,150362.76484155364
1762,182006.16099019357
1763,177245.08607600446
1764,115264.10528894834
1765,168615.96898997662
1766,195717.31102826662
1767,220678.75385426532
1768,142880.59401474468
1769,164178.36667472628
1770,145985.99963663303
1771,116790.09263481972
1772,132927.70083222762
1773,126844.94515802895
1774,145735.81093026095
1775,141374.52219715514
1776,124726.1572125709
1777,105415.60210225673
1778,138651.67784970053
1779,128065.37999543767
1780,168139.2748223688
1781,120754.60886457996
1782,96967.36480033254
1783,144596.88093569726
1784,115601.38206735445
1785,115936.09335095913
1786,149046.54879402593
1787,164762.27810956785
1788,70347.15650955866
1789,94991.92041361226
1790,85040.41376008923
1791,198849.0660903717
1792,154989.86909956182
1793,122828.62594567232
1794,152865.43807181276
1795,135236.59840238895
1796,122850.82694843657
1797,112951.79724962426
1798,120381.29082536107
1799,111073.02890106812
1800,126335.80039115022
1801,135224.6999562236
1802,132002.42810904532
1803,149534.68350678417
1804,141626.60177298647
1805,133934.11375077534
1806,121291.62344347521
1807,122530.03834967736
1808,115161.10893710067
1809,121252.32141388877
1810,142751.05438325333
1811,84536.54972122966
1812,96139.20458339811
1813,125010.6080584793
1814,96561.47278534816
1815,60624.378868944594
1816,96582.6289126172
1817,109995.65182800814
1818,152135.1954920027
1819,139511.98311672395
1820,51635.305190684165
1821,109595.06138003156
1822,148241.61531727816
1823,38940.19472833077
1824,117368.49655467691
1825,148599.12107372034
1826,111917.75426825066
1827,99321.03797538165
1828,134783.52499464704
1829,110334.31560806242
1830,139354.30468635957
1831,137872.31823870927
1832,87859.09013652045
1833,138422.05930636887
1834,123429.70255988468
1835,118751.28332356903
1836,126135.18209086906
1837,86082.81830145909
1838,127858.92195111453
1839,113299.74065769203
1840,140357.66478681407
1841,134306.818018358
1842,93318.16111389412
1843,130628.5100892255
1844,136951.3501324897
1845,146414.72032268342
1846,152768.50067115607
1847,176469.8705888423
1848,68139.22203239102
1849,104976.28291475074
1850,118465.87612668565
1851,148058.10269112996
1852,126502.34614647171
1853,130609.82028308956
1854,159848.39965405903
1855,144359.87288903017
1856,225390.0575352479
1857,133325.22767670982
1858,136059.68237698206
1859,115037.3251230984
1860,142555.3420585194
1861,115302.94064643628
1862,328222.67629561864
1863,310058.1480788335
1864,310083.42814164754
1865,347240.8470387059
1866,333390.3213976303
1867,220309.59142447604
1868,289935.3639567214
1869,201333.99976645273
1870,219654.55177199224
1871,245848.15764501828
1872,170562.45647882932
1873,246427.47700270664
1874,155360.90771076473
1875,193848.49593695105
1876,205613.1780461393
1877,206737.18740947038
1878,195094.71184401758
1879,132805.05796601766
1880,132499.1127043062
1881,245996.2952847311
1882,242838.79132645894
1883,184722.63782965933
1884,201770.62118354705
1885,236016.69262342848
1886,280810.26867101743
1887,210158.5711317135
1888,271335.7621245082
1889,170481.55442558273
1890,120757.73430332475
1891,124633.66522356645
1892,100867.16566556206
1893,135210.40465693752
1894,122474.05740241888
1895,135679.96025966515
1896,125854.49930413978
1897,115667.74185522443
1898,121857.84938748147
1899,155199.36431512868
1900,155512.88968736178
1901,169865.0129812114
1902,160034.203828665
1903,225205.18865688826
1904,142759.95327779898
1905,199679.48065078777
1906,138498.5609952231
1907,206165.32507561392
1908,110629.83784309433
1909,128586.34168478455
1910,118365.29087692739
1911,229069.29223867977
1912,354764.528878264
1913,149767.92659765444
1914,58735.07094032718
1915,313826.7307466334
1916,69864.99051910134
1917,230990.46308746657
1918,138708.28913749932
1919,167953.76532686048
1920,159670.00640062935
1921,390262.7734322619
1922,309282.55085681897
1923,235804.5972603639
1924,243418.22452698415
1925,193237.32734875416
1926,385481.0293630436
1927,130953.09310895216
1928,154433.8233568743
1929,119299.10866561209
1930,129214.20867984682
1931,140472.9440288991
1932,138907.50465332414
1933,188480.9239073746
1934,184855.2411797164
1935,171888.5821995957
1936,196703.2796358785
1937,181362.1489147651
1938,167006.0900113616
